Codigo;Rubro;Detalle Articulo;Minorista;Mayorista;AMODIL;EL TANO;VIVANCO;GLORIAS;POMPEYA;BRAZZI;JUANCHOS;GUERE GUERE/ABUELO;TUTTO SAN FER;RINCON / LINIERS;JOAQUIN CHINO;VILLA TERRA;;;Costeo Mercaderia sin MO;Gastos Generales Sacado del informe mensual;Costo Total ;;;;;;;;;
;;LAYS ESPECIALES X 85 GR; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;LAYS ESPECIALES X 85 GR;;;;
2156;SNACKS;QUESO Y PIM - CEBOLLA - KETCHUP; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;2156;SNACKS;QUESO Y PIM - CEBOLLA - KETCHUP;;;;
2157;SNACKS;JAMON SERRANO - QUESO Y CEB 77 GRS; $ 5.000,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 1.525,75 ; $ 381,44 ; $ 1.907,19 ;;;2157;SNACKS;JAMON SERRANO - QUESO Y CEB 77 GRS;;;;
2158;SNACKS;DORITOS X 40GR; $ 3.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 1.003,54 ; $ 250,89 ; $ 1.254,43 ;;;2158;SNACKS;DORITOS X 40GR;;;;
2159;SNACKS;DORITOS DINAMITA  X 33GR; $ 3.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 699,30 ; $ 174,83 ; $ 874,13 ;;;2159;SNACKS;DORITOS DINAMITA  X 33GR;;;;
2160;SNACKS;DORITOS X 77GR; $ 5.000,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 1.716,47 ; $ 429,12 ; $ 2.145,59 ;;;2160;SNACKS;DORITOS X 77GR;;;;
2161;SNACKS;DORITOS QUESO X 45GR; $ 3.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 953,59 ; $ 238,40 ; $ 1.191,99 ;;;2161;SNACKS;DORITOS QUESO X 45GR;;;;
2162;SNACKS;DORITOS QUESO X 85GR; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 1.525,75 ; $ 381,44 ; $ 1.907,19 ;;;2162;SNACKS;DORITOS QUESO X 85GR;;;;
2163;SNACKS;CHEETOS X 23GR; $ 1.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 649,35 ; $ 162,34 ; $ 811,69 ;;;2163;SNACKS;CHEETOS X 23GR;;;;
2164;SNACKS;CHEETOS QUESO/QUESO CREMA X 43GR; $ 3.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 953,59 ; $ 238,40 ; $ 1.191,99 ;;;2164;SNACKS;CHEETOS QUESO/QUESO CREMA X 43GR;;;;
2165;SNACKS;CHEETOS QUESO X 94GR; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 1.770,96 ; $ 442,74 ; $ 2.213,70 ;;;2165;SNACKS;CHEETOS QUESO X 94GR;;;;
2166;SNACKS;3 D 43GR; $ 3.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 1.003,54 ; $ 250,89 ; $ 1.254,43 ;;;2166;SNACKS;3 D 43GR;;;;
2167;SNACKS;3 D 94GR; $ 3.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 1.525,75 ; $ 381,44 ; $ 1.907,19 ;;;2167;SNACKS;3 D 94GR;;;;
2168;SNACKS;RUEDITAS 40GR; $ 3.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 603,94 ; $ 150,99 ; $ 754,93 ;;;2168;SNACKS;RUEDITAS 40GR;;;;
2169;SNACKS;RUEDITAS 84GR; $ 5.000,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 1.493,96 ; $ 373,49 ; $ 1.867,45 ;;;2169;SNACKS;RUEDITAS 84GR;;;;
2170;SNACKS;PEP COMUN 40GR; $ 2.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 590,32 ; $ 147,58 ; $ 737,90 ;;;2170;SNACKS;PEP COMUN 40GR;;;;
2171;SNACKS;PEP COMUN 84GR; $ 5.000,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 1.048,95 ; $ 262,24 ; $ 1.311,19 ;;;2171;SNACKS;PEP COMUN 84GR;;;;
2172;SNACKS;PEP COMUN 120GR; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;2172;SNACKS;PEP COMUN 120GR;;;;
2173;SNACKS;MANI; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;2173;SNACKS;MANI;;;;
2174;SNACKS;PEPAS PEHUAMAR; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 1.150,44 ; $ 287,61 ; $ 1.438,05 ;;;2174;SNACKS;PEPAS PEHUAMAR;;;;
2175;SNACKS;PEP RAMITAS QUESO X40GR; $ 3.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 590,32 ; $ 147,58 ; $ 737,90 ;;;2175;SNACKS;PEP RAMITAS QUESO X40GR;;;;
2176;SNACKS;PEP RAMITAS QUESO X84GR; $ 5.000,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;2176;SNACKS;PEP RAMITAS QUESO X84GR;;;;
;;; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;;;;;
;;LASERENISIMA; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;LASERENISIMA;;;;
2201;LASERENISIMA;LECHE SACHET; $ 1.900,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 1.104,50 ; $ 276,13 ; $ 1.380,63 ;;;2201;LASERENISIMA;LECHE SACHET;;;;
2202;LASERENISIMA;LECHE LARGAVIDA; $ 3.400,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 1.386,00 ; $ 346,50 ; $ 1.732,50 ;;;2202;LASERENISIMA;LECHE LARGAVIDA;;;;
2203;LASERENISIMA;CINDOR; $ 5.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 2.305,24 ; $ 576,31 ; $ 2.881,55 ;;;2203;LASERENISIMA;CINDOR;;;;
2204;LASERENISIMA;CINDOR BRICK; $ 3.400,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 914,96 ; $ 228,74 ; $ 1.143,70 ;;;2204;LASERENISIMA;CINDOR BRICK;;;;
2205;LASERENISIMA;CHOCO TRES NIÑAS X 200; $ 3.200,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 203,43 ; $ 50,86 ; $ 254,29 ;;;2205;LASERENISIMA;CHOCO TRES NIÑAS X 200;;;;
2206;LASERENISIMA;CHOCO TRES NIÑAS X 1 LTR; $ 4.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 635,73 ; $ 158,93 ; $ 794,66 ;;;2206;LASERENISIMA;CHOCO TRES NIÑAS X 1 LTR;;;;
2207;LASERENISIMA;CHOCO BAGGIO X 200; $ 1.900,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;2207;LASERENISIMA;CHOCO BAGGIO X 200;;;;
2208;LASERENISIMA;CINDOR CHICA; $ 3.400,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 914,96 ; $ 228,74 ; $ 1.143,70 ;;;2208;LASERENISIMA;CINDOR CHICA;;;;
2209;LASERENISIMA;CINDOR GRANDE; $ 5.900,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;2209;LASERENISIMA;CINDOR GRANDE;;;;
2210;LASERENISIMA;CHOCOLATADA NESQUIK; $ 1.900,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 14.984,40 ; $ 3.746,10 ; $ 18.730,50 ;;;2210;LASERENISIMA;CHOCOLATADA NESQUIK;;;;
;;PRODUCTOS SIN TACC; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;PRODUCTOS SIN TACC;;;;
2250;PRODUCTOS SIN TACC;Pizza Individual Con queso; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;2250;PRODUCTOS SIN TACC;Pizza Individual Con queso;;;;
2251;PRODUCTOS SIN TACC;Galletitas de queso; $ -   ; $ 6.820,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.190,00 ; $ -   ; $ 4.147,00 ;;; $ 3.862,00 ; $ 965,50 ; $ 4.827,50 ;;;2251;PRODUCTOS SIN TACC;Galletitas de queso;;;;
2252;PRODUCTOS SIN TACC;Tarta Calabaza y queso; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.850,00 ; $ -   ; $ 5.005,00 ;;; $ 6.000,00 ; $ 1.500,00 ; $ 7.500,00 ;;;2252;PRODUCTOS SIN TACC;Tarta Calabaza y queso;;;;
2253;PRODUCTOS SIN TACC;Tarta Jamón y queso; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.960,00 ; $ -   ; $ 5.148,00 ;;; $ 2.210,00 ; $ 552,50 ; $ 2.762,50 ;;;2253;PRODUCTOS SIN TACC;Tarta Jamón y queso;;;;
2254;PRODUCTOS SIN TACC;Tarta Zapallitos; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.850,00 ; $ -   ; $ 5.005,00 ;;; $ 2.100,00 ; $ 525,00 ; $ 2.625,00 ;;;2254;PRODUCTOS SIN TACC;Tarta Zapallitos;;;;
2255;PRODUCTOS SIN TACC;Alfajorcitos de maicena x6; $ -   ; $ 6.710,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 583,00 ; $ -   ; $ 757,90 ;;; $ 695,00 ; $ 173,75 ; $ 868,75 ;;;2255;PRODUCTOS SIN TACC;Alfajorcitos de maicena x6;;;;
2256;PRODUCTOS SIN TACC;Alfajor de chocolate Negro; $ -   ; $ 3.850,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.760,00 ; $ -   ; $ 2.288,00 ;;; $ 2.294,00 ; $ 573,50 ; $ 2.867,50 ;;;2256;PRODUCTOS SIN TACC;Alfajor de chocolate Negro;;;;
2257;PRODUCTOS SIN TACC;Cuadrado Brownie con nueces; $ -   ; $ 8.140,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.520,00 ; $ -   ; $ 4.576,00 ;;; $ 4.800,00 ; $ 1.200,00 ; $ 6.000,00 ;;;2257;PRODUCTOS SIN TACC;Cuadrado Brownie con nueces;;;;
2258;PRODUCTOS SIN TACC;Cuadrado Carrot Cake; $ -   ; $ 8.140,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.750,00 ; $ -   ; $ 3.575,00 ;;; $ 4.800,00 ; $ 1.200,00 ; $ 6.000,00 ;;;2258;PRODUCTOS SIN TACC;Cuadrado Carrot Cake;;;;
2259;PRODUCTOS SIN TACC;Cuadrado Coco y dulce de leche; $ -   ; $ 7.480,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.520,00 ; $ -   ; $ 4.576,00 ;;; $ 4.330,00 ; $ 1.082,50 ; $ 5.412,50 ;;;2259;PRODUCTOS SIN TACC;Cuadrado Coco y dulce de leche;;;;
2260;PRODUCTOS SIN TACC;Cuadrado Lemonie ; $ -   ; $ 7.480,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.750,00 ; $ -   ; $ 3.575,00 ;;; $ 4.330,00 ; $ 1.082,50 ; $ 5.412,50 ;;;2260;PRODUCTOS SIN TACC;Cuadrado Lemonie ;;;;
2261;PRODUCTOS SIN TACC;Budin de Chips de chocolate; $ -   ; $ 7.810,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.740,00 ; $ -   ; $ 4.862,00 ;;; $ 4.910,00 ; $ 1.227,50 ; $ 6.137,50 ;;;2261;PRODUCTOS SIN TACC;Budin de Chips de chocolate;;;;
2262;PRODUCTOS SIN TACC;Cookis x 2 un; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 693,00 ; $ -   ; $ 900,90 ;;; $ 1.600,00 ; $ 400,00 ; $ 2.000,00 ;;;2262;PRODUCTOS SIN TACC;Cookis x 2 un;;;;
2263;PRODUCTOS SIN TACC;Prepizza; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.740,00 ; $ -   ; $ 4.862,00 ;;; $ 4.910,00 ; $ 1.227,50 ; $ 6.137,50 ;;;2263;PRODUCTOS SIN TACC;Prepizza;;;;
2264;PRODUCTOS SIN TACC;Pan d Molde; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 5.060,00 ; $ -   ; $ 6.578,00 ;;; $ 7.490,00 ; $ 1.872,50 ; $ 9.362,50 ;;;2264;PRODUCTOS SIN TACC;Pan d Molde;;;;
2265;PRODUCTOS SIN TACC;Budin de Limon; $ -   ; $ 7.810,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;;;;;2265;PRODUCTOS SIN TACC;Budin de Limon;;;;
2266;PRODUCTOS SIN TACC;Pan de Molde; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;;;;;2266;PRODUCTOS SIN TACC;Pan de Molde;;;;
2267;PRODUCTOS SIN TACC;Budin de Naranja y Amapola; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;;;;;2267;PRODUCTOS SIN TACC;Budin de Naranja y Amapola;;;;
2268;PRODUCTOS SIN TACC;Alfa Cookie; $ -   ; $ 7.810,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;;;;;2268;PRODUCTOS SIN TACC;Alfa Cookie;;;;
;;INSUMOS; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;INSUMOS;;;;
1901;INSUMOS;BOLSA DE HARINA 0000; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 26.180,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;1901;INSUMOS;BOLSA DE HARINA 0000;;;;
1902;INSUMOS;LEVADURA; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 5.170,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;1902;INSUMOS;LEVADURA;;;;
;;PASCUAS; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;PASCUAS;;;;
2050;PASCUAS;Huevos kinder 150gr ; $ -   ; $ 16.610,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2050;PASCUAS;Huevos kinder 150gr ;;;;
2051;PASCUAS;Huevos kinder 100 gr.; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2051;PASCUAS;Huevos kinder 100 gr.;;;;
2052;PASCUAS;Roscas Almacen especial ( higo Y Cereza ); $ 8.700,00 ; $ 7.150,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 6.050,00 ; $ 6.050,00 ; $ 7.150,00 ; $ 6.050,00 ; $ 7.150,00 ; $ 7.865,00 ;;; $ -   ; $ -   ; $ -   ;;;2052;PASCUAS;Roscas Almacen especial ( higo Y Cereza );;;;
2053;PASCUAS;Roscas pan fresh comun ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2053;PASCUAS;Roscas pan fresh comun ;;;;
2054;PASCUAS;Roscas almacen pan; $ 8.300,00 ; $ 6.600,00 ; $ -   ; $ -   ; $ -   ; $ 6.600,00 ; $ 6.600,00 ; $ 6.600,00 ; $ 5.280,00 ; $ 5.280,00 ; $ 6.600,00 ; $ 5.280,00 ; $ -   ; $ 6.864,00 ;;; $ -   ; $ -   ; $ -   ;;;2054;PASCUAS;Roscas almacen pan;;;;
2055;PASCUAS;Roscas mayorista  (cocida); $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.850,00 ; $ 3.740,00 ; $ -   ; $ -   ; $ 3.960,00 ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2055;PASCUAS;Roscas mayorista  (cocida);;;;
2056;PASCUAS;Roscas mayorista cruda (lata cruda 3 unid); $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2056;PASCUAS;Roscas mayorista cruda (lata cruda 3 unid);;;;
2057;PASCUAS;Roscas Almendra; $ 9.200,00 ; $ 4.620,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 4.510,00 ; $ 4.620,00 ; $ 5.863,00 ;;; $ -   ; $ -   ; $ -   ;;;2057;PASCUAS;Roscas Almendra;;;;
2058;PASCUAS;Medio huevo relleno; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2058;PASCUAS;Medio huevo relleno;;;;
2059;PASCUAS;Huevo (con copa del mundo) 225 gr; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2059;PASCUAS;Huevo (con copa del mundo) 225 gr;;;;
2060;PASCUAS;Copa del mundo ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2060;PASCUAS;Copa del mundo ;;;;
2061;PASCUAS;Huevos grandes Almacen ( 350 grs ); $ 29.000,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2061;PASCUAS;Huevos grandes Almacen ( 350 grs );;;;
2062;PASCUAS;Chupetines chicos ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2062;PASCUAS;Chupetines chicos ;;;;
2063;PASCUAS;Chupetines medianos ( 40 grs ); $ 3.500,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2063;PASCUAS;Chupetines medianos ( 40 grs );;;;
2064;PASCUAS;Chupetines grandes ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2064;PASCUAS;Chupetines grandes ;;;;
2065;PASCUAS;Roscas rellenas ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2065;PASCUAS;Roscas rellenas ;;;;
;;; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;;;;;
;;LATA COCIDA; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;LATA COCIDA;;;;
2301;LATA COCIDA;LATA NEGRITO Y FIGASA; $ 8.360,00 ; $ 4.180,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 4.510,00 ; $ -   ; $ -   ;;; $ 1.762,56 ; $ 440,64 ; $ 2.203,19 ;;;2301;LATA COCIDA;LATA NEGRITO Y FIGASA;;;;
2302;LATA COCIDA;LATA ZAPATILLA; $ -   ; $ 3.960,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 4.510,00 ; $ -   ; $ -   ;;; $ 1.760,09 ; $ 440,02 ; $ 2.200,11 ;;;2302;LATA COCIDA;LATA ZAPATILLA;;;;
2303;LATA COCIDA;LATA FACTURAS; $ 30.800,00 ; $ 13.530,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 11.660,00 ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2303;LATA COCIDA;LATA FACTURAS;;;;
9999;LATA;LATA VACIA; $ 23.000,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;;;;;9999;LATA;LATA VACIA;;;;
2304;LATA COCIDA;LATA MEDIALUNA MANTECA; $ 30.800,00 ; $ 11.660,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 12.980,00 ; $ -   ; $ -   ; $ 11.550,00 ; $ -   ; $ -   ;;; $ 2.621,01 ; $ 655,25 ; $ 3.276,26 ;;;2304;LATA COCIDA;LATA MEDIALUNA MANTECA;;;;
